Why Real Stablecoins Don't Pay Yield | Interview w James & Marco at USDM | Dose of Alpha - Ep. 16
Time	Subtitle	Machine Translation
55s	that was going to happen. >> Leave a little bit of hanging.	。 少しだけ余計なことを残しておく。
57s	>> We're not live live, are we? >> Yeah, we are.	生放送じゃないですよね？ ええ、そうです。
58s	>> No, like live streaming. >> Oh, no	いいえ、ライブストリーミングのようなものです。 ああ、まったくだ。
1:02	[laughter] >> I thought this was a pre-recorded one.	[笑い] これは事前に録音されたものだと思っていました。
1:05	All right, Marco, how you doing, man? >> I'm good. How are you? I don't think	よし、マルコ、調子はどうだい？ 私は大丈夫です。 元気ですか？ 私たちはまだ釣り合っていないと思います
1:07	we've matched. It's nice to meet you. >> It is nice to meet you. Tell us a little	。 お会い出来て嬉しいです。 お会いできて嬉しいです。
1:10	bit about USDM. I know you guys are like one of the first uh stable coins on	USDMについて少し教えてください。 皆さんは
1:13	Cardano. Like, how did you get here? What did you do? What's going on with	Cardanoにおける最初のステーブルコインの一つだと知っています。 えっと、どうやってここに来たの？ あなたは何をしましたか？
1:16	this? >> Sure. And if it helps, I'll give you	これは一体どういうこと？ もちろん。 もし参考になるようでしたら、私の経歴
1:18	some background on myself because I don't work as directly at for USDM as	について少しお話しします。というのも、私は
1:23	James does. I actually sit on the board of directors there. I've um been in	ジェームズほどUSDMに直接勤務しているわけではないからです。 実は、私は そこの取締役会のメンバーなんです。 私は、
1:27	crypto for I don't know since 2020 give or take. COVID hit, got bored and delved	2020年頃から仮想通貨に関わっています 。 コロナ禍が始まって暇を持て余し、本格的に仕事に没頭しました
1:32	right in. I've been all over a lot of different chains just doing more	。これまで様々な チェーン店を渡り歩き、
1:36	research and advisory work, I'd say. So, some EVM stuff, some SVM stuff, and	調査やアドバイス業務に力を入れてきたと言えるでしょう。 つまり、 EVM関連のもの、SVM関連のもの、そして
1:40	definitely stuff in the Cardano ecosystem. And through some of the work	間違いなくCardano エコシステム関連のものですね。 そして、
1:44	I was doing with Min Swap, kind of started talking to Jim over here, who's	私がMin Swapで行っていた仕事を通して、今は亡き ジムと話をするようになったんです
1:49	no longer with us. Uh, [laughter] and you know, actually the uh, founder	。 ええと、[笑い] 実は …、
1:54	who passed a couple years ago, Matt, I started talking to him as we were	数年前に亡くなった創設者のマットとは、
1:57	launching USDM. He's trying to do some background cuz you think about stable	USDMを立ち上げるときに話をし始めたんです。 彼はス テーブルコインについて考えると、背景知識を身につけようとしているんだ
2:00	coins. There's a handful of ways you can build a stable coin and we could call	。 ステーブルコインを構築する方法はいくつかあり、
2:03	them stable coins. Some are not stable coins in my opinion. They're more yield	それらをステーブルコインと呼ぶことができます。 私の意見では、中には安定コインとは言えないものもある。 これらは利回りの高い
2:07	coins. Uh, I I'll say but um, I was always interested in the fiat back	コインです。 ええと、そうですね、私は以前から法定通貨に裏付けられたステーブル
2:10	stable coins. I thought that was the most straightforward and safest use	コインに興味がありました。 それが 最も単純で安全な使用
2:14	case. So, I started digging into USDM, seeing what they were doing,	例だと考えました。 そこで私はUSDMについて調べ始め、 彼らが何をしているのか、
2:17	understanding the reserves, their management of the of the backing of the	準備金、トークンの 裏付けの管理方法などを理解し、
2:20	token and got pretty comfortable with it and through conversations with uh Matt	かなり慣れてきました。そして
2:24	back at the time and then Jim more recently thought maybe I could help out	当時マットと、そして 最近ではジムと話をする中で、私が少し手助けできるかもしれないと考えました
2:28	a little bit here and there. So, I've jumped on the board and just trying to	。 それで、私は 役員会に参加し、
2:31	help out where I can with talking a lot to Jim and the team and Jillian who's	ジムやチーム、そして
2:35	the CEO now. You're in, Jim. >> I am finally good. Can you guys hear me?	今はCEOを務めるジリアンとたくさん話をして、できる限りのことを手伝おうとしています。 ジム、君は合格だ。 やっと元気になった 。 聞こえますか？
2:39	>> I was lost in another land with no camera, no microphone, no nothing. I	私はカメラもマイクも何も持たずに、異国の地で迷子になった 。 何が
2:43	don't know what happened, but uh what did I miss?	起こったのか分からないけど、えっと、 私は何を見逃したの？
2:45	>> How did you get involved with USDM? >> Boy, that's a great that's a great	USDMに関わるようになったきっかけは何ですか？ いやあ、それは素晴らしい
2:48	story. I had no intent on being part of a stable coin company. Anyway, I came	話ですね。 私はス テーブルコイン会社の一員になるつもりは全くありませんでした。 とにかく、私が仮想通貨の世界に足を踏み入れたのは、
2:52	into this uh into crypto just to make sure that my investment was okay. So, in	自分の投資が問題ないことを確認するためでした。 だから、
2:56	order to know blockchain and know where I was putting all my money in this	ブロックチェーンを理解し、 この投資で自分の資金をどこに投入するのかを把握するためには
2:59	investment, I needed to make sure the people I was working with had my back or	、一緒に仕事をしている人たちの信頼を得る必要があった。
3:03	at least I had some intel ahead of time just to make sure in case everybody was	少なくとも、 皆が
3:06	exiting the building, I was getting out before everybody else did. So I just	ビルから出て行くような事態に備えて、自分だけが他の 誰よりも先に脱出できるよう、事前に何らかの情報を入手しておく必要があったのだ。 それで、その後はずっと
3:09	after that just kept running my mouth over and over again and like hey you	口を滑らせて、「 君は
3:13	might be good doing this and next thing you know I was doing that so I became a	これをやればうまくいくかもしれない」と言い続け、気づいたら 私はこれをやっていました。それで私は
3:16	co-host of Cardona coffee met Matt Plowman then we started working together	Cardona Coffeeの共同ホストになり、Matt Plowmanと出会い、当時CTOだったStevenと一緒にFreeloadersというプロジェクトで一緒に働き始めました。それが私たちの
3:20	with a project called Freeloaders with Steven our CTO at the time that's how we	-
3:24	started working then Matt had an idea one day of calling out Jed and its	仕事の始まりでした。ある 日、MattはJedとその資本の非
3:27	capital inefficiencies and got a spotlight on Army of Spies and he took	効率性を指摘するというアイデアを思いつき、 Army of Spiesで注目を浴び、彼は
3:32	off and everybody was talking about him good or bad it really didn't matter but	飛び出し、みんなが彼のことを 良いか悪いかで話していました。実際には問題ではありませんでしたが、彼は
3:35	the fact that he worked for DWS which is some Syria Deutsche Bank and so	DWSで働いていました。DWSは シリアのドイツ銀行で、
3:40	multi-billion dollar client. I mean he did it all and he found himself right in	数十億ドルのクライアントです。 つまり、彼は すべてをやり遂げ、自分が望んでいたであろう脚光を浴びる立場になり、ある
3:44	the limelight where he I think he wanted to be quite honestly and started a	-
3:48	stable coin company sent me a message one day and said hey would you like to	日ステーブルコイン会社を立ち上げ、私にメッセージを送ってきて、「ス
3:50	be part of a stable coin company and it took me 3 days to answer. It's the first	テーブルコイン会社に参加してみませんか？」と尋ねてきたのですが、 私が返事をするのに3日かかりました。
3:53	time I actually thought about something ahead of time uh really for the most	実際に事前に何かを考えたのはこれが初めてで、ほとんどの場合、
3:57	part and um I got three people telling me are you sure uh you want to do that	3人から「本当にそれをやり たいの？だって、
4:01	cuz it's like real money. You got to produce real you know uh value coming	それは本当のお金になるんだから」と言われました。 実際に価値を生み出す必要がある
4:05	in. People got to invest in you. this is not creating some sort of NFT you could	。人々があなたに投資するには、それが必要だ。 これは、
4:09	sell uh and uh just you know make some decent dime you know off of that right	販売できるようなNFTを作成して、そこからちょっとした利益を得るというものではありません。3つ目が終わった後、
4:14	and uh after the third one I took it as a challenge and told Matt yeah	私はそれを 挑戦と捉え、マットに「もちろんやるよ」と言いました。そして、当時彼の仕事は
4:17	definitely down and uh became his at the time wasn't business development it was	事業開発ではなく、主に
4:23	mostly just to set up the uh team get everybody on board and get everybody	チームを立ち上げ、 全員を巻き込み、全員が
4:27	started working towards the same goal uh which typically pretty good at uh so	同じ目標に向かって働き始めるようにすることでした。彼は 通常、それが得意なので、まあ、そういう
4:32	yeah that's kind of the story there Matt just kind of laid it on me and and um	話です。マットが 私にそれを持ちかけてきて、
4:36	want to be a part of something and uh he's one of those guys who's hard to say	何かに参加したいと思ったのですが、彼は断るのが 難しいタイプの人です
4:39	no to, you know, cuz he's just really good at what he did. And so yeah, and	。なぜなら、彼は自分の仕事にとても長けているからです。 そう、そしてあとは
4:43	the rest is history. Here I am. >> You mentioned not being a an NFT project	歴史が物語るとおりだ。 ここにいるよ。 あなたはNFTプロジェクトではないとおっしゃっていましたが、当時は
4:46	and back in the time every project was pre-revenue. No one was talking about	どのプロジェクトも 収益化前でした。 当時、誰も収益について話していなかった
4:50	revenue yet. No one was talking about real business and institutions just kind	。 誰も 実際のビジネスや組織について話してはいませんでした。ただ、いずれはすべて
4:54	of a kind of as like oh eventually this is all going to translate there, but	そこに繋がるだろうというような漠然とした話で、
4:58	everything was you know culture and science fair projects. So, you went into	すべては文化や 科学フェアのプロジェクトばかりでした。 つまり、
5:02	the like most like real like even to date as Marco mentioned um stable coins	マルコが言ったように、今日に至るまで、ステーブルコインは
5:07	are often yield coins or business deals wrapped to look like stable coins. You	利回りコインや ステーブルコインのように見えるように包装されたビジネス取引であることが多い、という点に着目したわけです。 あなたは
5:11	went as as deep as you could into the most trady thing possible. Um [laughter]	可能な限り最も卑劣な事柄に深く入り込んだ。 えっと（笑）、
5:17	what was what was some of the the push back that you got dealing with the the	-
5:21	NFT projects, the flash in the pans that aren't here as much today anymore? Like	NFTプロジェクト、つまり今ではあまり見かけなくなった一過性の流行に対して、どのような反発があったのでしょうか ？
5:25	how was the culture mix? >> When you talk about culture mix, I mean	文化的な多様性はどうでしたか？ 文化の融合について話すとき、それは既存の文化
5:28	compared to what was out there. So you get a bunch of DJs just trying to make	と比較したという意味です。 だから、 たくさんのDJが
5:33	uh you know put JPEGs on [laughter] on chain and and sell them right and and	JPEG画像をチェーンに載せて[笑] 販売して、それを
5:38	make a business out of it. And it was just a social experiment the way I	ビジネスにしようとしているんです。 私にとってそれは単なる 社会実験だった
5:41	looked at it. And it was also to me it never really made any sense uh unless it	。 そして、
5:45	had any real utility like if an artist were to use it to engage with their	アーティストが自分のコミュニティ、つまり
5:49	community, their people who love their music and then gave them a GPS	自分の音楽を愛してくれる人々と交流するためにそれを使用し、 次にサプライズショーを行う場所に
5:53	coordinated uh coordination uh based on you know where they're [clears throat]	基づいてGPSで調整された調整を提供するなど、実際の有用性がない限り、私には全く意味がありませんでした
5:57	going to be next for some surprise show that they were doing or something like	-
6:00	that. Had to have utility outside of that. It was literally like swap meat,	。 それ以外にも何らかの有用性が必要だった 。 それは文字通り肉の交換みたいなもので、
6:04	you know, and no shade to NFTt projects, the board a club or anybody else, but I	NFTtプロジェクトや 掲示板クラブ、その他誰かを批判するつもりはないけど、私には
6:09	just didn't see it as being of value. And then trying to sell them were just	価値があるとは思えなかった。 そして、それらを売ろうとするのは、とてつもなく
6:14	it was ridiculously hard. Uh you're in a marketplace. It was literally like a	困難だった。 ええと、ここは 市場です。 まるで
6:17	swap meet. You know, what I wanted is I wanted DeFi. You know, I wanted to	フリーマーケットのようだった。 私が望んでいたのは、 DeFiだったんです。 ご存知の通り、私は
6:21	centralized finance. You know, I set up my first wallet and the wallet was	金融を中央集権化したかったのです。 ほら、私が 最初に作ったウォレットの
6:25	called um you know, empowerment, right? it was something that was going to give	名前は、えーと、エンパワーメントだったよね？ それは、私が望んでいた
6:29	me uh self- sovereignty right um financial freedom which is what I wanted	自己主権、つまり 経済的自由を与えてくれるものでした。
6:34	to have and I didn't want to have any central authority you know controlling	中央集権的な権威に自分のやりたいことをコントロールされたくなかったのです。自分の力で
6:37	what it is that I wanted to do wanted to live and do this on my own uh and then	生き、これを成し遂げ、それを
6:41	be able to pass that through my kids right which is the other thing you know	子供たちに引き継ぐことができるようにしたかったのです。それがもう一つの重要な点です。つまり、レガシーのようなものですね。それが
6:44	so legacy things like that so that's what DeFi represents to me and it still	私にとってのDeFiの意味であり、私が
6:49	represents that to me today even though we've been through a lot you know over	-
6:52	the last seven years that I've been here but yeah	ここにいる過去7年間で多くのことを経験してきたにもかかわらず、今でも私にとってそれは意味しています。私たちは明らかに
6:54	>> so we've been we've been diving into the Cardano ecosystem obviously extremely	Cardanoエコシステムに深く入り込んできました。完全にフルタイム、
6:58	extremely uh all the way full-time fuller time than full-time and in this	フルタイム以上です。その中で、
7:03	talking to some of the teams like we've been learning about you know CIP113	CIP113について学んできたチームや
7:07	uh talking to the Cardono Foundation and other pentad groups and um one of the	Cardano Foundation、 その他の5つのグループと話してきました。彼らが提起したことの1つは、
7:11	things that they brought up was that when building things EVM there's like a	EVMを構築する際には、
7:16	an asset issuer through these token standards as opposed to native tokens	ネイティブトークンではなく、これらのトークン標準を通じて資産発行者が存在するということです。
7:19	and because somebody has to manage or maintain that smart contract uh that	スマートコントラクトを管理または維持すると、
7:24	gives regulatory risk to the circles the tethers of this world that don't apply	-
7:29	if you launch a native token and the asset issuer is fully removed. Um can	ネイティブトークンを発行して 資産発行者が完全に削除された場合に適用されない、この世界のサークルやテザーに規制リスクが生じます。 ええと、
7:31	you talk to me about kind of the regulatory considerations as you you	-
7:34	mentioned right now like you don't want a central party um pushing this kind of	先ほどおっしゃった規制上の考慮事項についてお話いただけますか？ 中央機関がこのようなものを押し付けるのは望ましくない一方で、同時に
7:37	stuff in but at the same time you're launching like a Mika compliant stable	Mikaに準拠したステーブル
7:40	coin. Where does this dichotomy like diverge?	コインをローンチしようとしている、といったことでしょうか。 この二分法はどこで 分岐するのでしょうか？
7:43	>> Well, the beauty of it is in Cardano is Cardano native asset. Uh I call it	カルダノの素晴らしいところは、カルダノが カルダノのネイティブアセットであるという点です。 ええと、私はそれを
7:47	freerange chicken. You're allowed to be able to go wherever you want within the	放し飼いの鶏と呼んでいます。 あなたは、 その
7:50	ecosystem. uh the centralized portion of USDM is at the the on at the app itself	生態系内であればどこへでも自由に行くことができます。 ええと、USDMの中央集権的な部分は、
7:58	where you're minting and burning. So each user um is has to go through KYC	ミントとバーンを行うアプリ自体にあります。 つまり、 各ユーザーは、
8:03	KYB if they're having a business included in that. Uh and so we are of	事業を営んでいる場合はKYCまたはKYBを経る必要があります 。 ええと、もちろん私たちは
8:07	course you know regulated uh and we can freeze when it is uh that we need to	規制を受けており、
8:13	based on a regulator regulator's request. So the beauty is is that you	規制当局の 要請に基づいて、必要に応じて凍結することができます。 つまり、現状では両方を手に入れることができるというのが素晴らしい点です
8:17	can have both uh with the current state of things. SIP 113 which currently isn't	。 SIP 113は現在、まだ
8:23	really completely built out yet. Uh some developers would tell you that that	完全に構築されていません。 ええと、一部の 開発者は、その
8:27	standard is not completely nailed down and so I wouldn't bank on it being just	標準は完全に確定しているわけではないと言うでしょうから、
8:31	exactly the way it's written today. It might change. Uh but it does allow for	今日書かれている通りの形で将来も通用するとは限らないと考えた方がいいでしょう。 変わるかもしれない。 ええと、そうすることで、規制当局が
8:36	you to then be compliant with regulators when it comes to that thing if they	-
8:41	require it. Matt Plman's idea was is that we'll wait till they put the gun to	要求した場合に、その件に関して規制当局の要件を満たすことができるようになります。 マット・プルマンの考えは、 銃を突きつけられるまで待つということだった。つまり、
8:46	our head in order to do it, you know, and that was literally his statement,	文字通り彼が私たちに言った言葉で、だから
8:49	you know, uh to us and so we're just going to wait till they put a gun to our	私たち …は 銃を突きつけられるまで待つということだった
8:52	head uh to do that. Outside of that, we're really not interested and we'll	。 それ以外のことには、 私たちは特に興味がなく、
8:56	continue to work in the gray area a little bit, you know, because there's no	グレーゾーンで活動を続けていくつもりです。というのも、凍結可能であることと、
8:59	real rule or regulation surrounding that outside of the fact that it needs to be	-
9:03	freezable and it can be at the app itself. So, you know, we had an instance	アプリ 自体で凍結できる必要があること以外に、それに関する明確な規則や規制がないからです。 それで、ついさっき、
9:08	just a little bit ago having to do with that Nighthawk uh that was going on	ナイトホークに関連した事例があったんですが、
9:10	there and one of the larger stakeholders here in Cardono uh sent us a message and	カルドノの主要関係者の1人がメッセージを送ってきて、
9:15	made sure that we could freeze and we said absolutely we can. So, you know, we	凍結できるかどうか確認してきたので、 もちろんできると答えました。 つまり、私たちは
9:18	are regulatory compliant just not necessarily the way some people would	規制を遵守していますが、必ずしも 一部の人々が望むようなやり方ではないということです
9:21	like it to be. >> Yeah. Some some context for viewers who	。 うん。
9:24	are maybe a little bit less familiar with Cardono jargon. Uh SIP 1113 would	カルドノの専門用語にあまり馴染みのない視聴者のために、少し背景説明をしましょう。 SIP 1113は、
9:27	be CIP similar to ERC from uh you know overall standards for Cardono	Cardonoの改善に関する全体的な標準規格であるERCと同様のCIPです
9:32	improvement. um it's enables you know program programmability around the	。 ええと、これはCardono
9:36	native assets that are launched on Cardono. So things like season freeze	上で起動されるネイティブアセットに関するプログラムのプログラマビリティを可能にします 。 そのため、シーズン凍結のような機能は、
9:39	can be added from a new token launch that otherwise doesn't exist on Cardono	Cardonoでは本来存在しないものですが、新しいトークンのローンチから追加できます。
9:43	because everything's native as native as ADA is. So um yeah, thank you James and	なぜなら、すべてが ADAと同様にネイティブだからです。 ええ、ジェームズさん、ありがとうございます。
9:47	very very interesting to see um how something so intertwined with the chain	チェーン
9:51	itself becomes programmable whereas you know this kind of programmability was	自体と密接に結びついているものがプログラム可能になる様子を見るのは非常に興味深いですね。一方、
9:55	for better and worse built in at the base layer for Ethereum. I love it and I	イーサリアムでは、良くも悪くも、この種のプログラム可能性がベースレイヤーに組み込まれていました。 私はそれが大好きですし、
9:59	I love Charles reference to it is it's just we have a first class citizen you	チャールズが言及しているように、 私たちは一流の市民を持っているということです。
10:03	know and each one of them when you create a new CNT it is a first class	新しい CNT を作成すると、それぞれが一流の
10:06	citizen you're allowed to be able to do what you want here and that's one of the	市民となり、 ここでやりたいことをすることができます。そして、それが私が
10:10	things I absolutely love you know if you have freedom flexibility to be able to	本当に好きなことの 1 つです。 自由と柔軟性があれば、
10:12	do that uh but at the same time still work within the guardrails and	そうすることができますが、同時に規制
10:16	guidelines that you know regulators have then you know we should continue on with	当局が設けているガードレールとガイドラインの範囲内で作業する必要があります。そうであれば、私はそれを続けるべきだと考えています。
10:19	that you know in my mind so >> James Marco the stable coin like	ジェームズ マルコ、Cardono 内のステーブル コインのようなエコ
10:23	ecosystem within Cardono is is around $60 million I think you know there's	システムは、約 6,000 万ドルだと思います。
10:28	like new entrance new things how how do you guys think about you know pushing	新しい参入や新しいものがありますが、エコ
10:32	USDM forward throughout the ecosystem into DAPs and what what do you see on	システム全体で USDM を DAP に推進することについて、皆さんはどのように考えていますか。また、
10:37	your road map and timelines like that get or get gets you guys excited?	ロード マップやタイムラインで、 皆さんが興奮するものは何ですか? まず最初に、
10:40	>> So I I'll take the first uh first off uh USM is payment uh stable. So what I'd	USMの支払いは安定しているという点から始めます。 私が望むのは、
10:46	like to see is is that there is direct relationship between a payment stable	支払安定性
10:50	and a yield bearing stable. Uh so you think about it from the point of view to	と利回り安定性の間に直接的な関係が存在することです。 ええと、
10:54	where you can transfer value is in easy share or store of value uh is what USDM	価値を簡単に 共有したり保存したりできるという観点から考えると、USDMはまさにそのようなものです
11:00	is. Um and if you then combine that with another product that might be a yield	。 そして、それを 別の収益性のある製品と組み合わせれば、
11:06	bearing product then you could work those two in tandem or in synergy	その2つを連携させて、あるいは相乗効果を発揮させることができるでしょう
11:10	together. Uh this way you know unless they come up with a a new idea. I'm sure	。 ええと、こうすれば、 彼らが新しいアイデアを思いつかない限りは。
11:14	that they'll probably come up with a few. uh but you could then get exposure	彼らはきっといくつか思いつくでしょう 。 ええと、そうすれば、
11:18	to a yield bearing asset uh like a stable that you know like say let's say	-
11:21	realy for example USDR which is the SUSDR when you go ahead and stake that	例えばUSDR（つまり SUSDR）のようなステーブルコインのような利回り資産に投資することができます。それを
11:25	into their protocol uh you can get that particular yield uh but when you want to	プロトコルにステーキングすると、その 特定の利回りを得ることができます。しかし、
11:30	transfer or send a payment or do something along those lines it would be	送金や支払い、 その他同様のことをしたい場合、法定通貨に裏付けられた
11:33	good to have a payment stable included in that you know that's fiatbacked so	支払いステーブルコインが含まれていると良いでしょう。つまり、1対1で法定通貨に裏付けられており、どこに
11:37	that it's solid in you know it's onetoone backed fiatbacked and it's	-
11:42	represents a dollar wherever you go right so um familiarity ities. One, two,	行ってもドルを表すので、 信頼性があります。 一つ目は
11:46	is ease of use and payment. >> Yeah. Met with uh this just yesterday	使いやすさ、二つ目は支払いのしやすさです。 うん。 昨日、この人と会いました。
11:51	and two days ago met with uh Tala Emali. Have you heard of these guys?	そして2日前には、タラ・エマリと会いました。 この人たちのこと、聞いたことありますか？
11:55	>> No. >> They're in the they're in the Japer	いいえ。 彼らは今、ジェイパー・
11:57	Draper Orion like accelerator right now. And uh similar but different. So they	ドレイパー・オリオンのような加速器の中にいます。 似ているようで 違う …。
12:02	have like the Zar which is the like the South African currency and they as a	南アフリカの通貨であるZARのようなものがあり、
12:06	payment stable they started doing payment processing and so all the	決済ステーブルとして 決済処理を開始しました。そのため、南アフリカ国内のアプリケーション
12:09	payment processing that happens within um their application within South Africa	内で行われるすべての決済処理は
12:15	is like basically that's like the stable that's going to be like on chain I think	基本的に、オン チェーンになるステーブルコインのようなものです。これは、決済を理解するという点で、
12:18	that's really like awesome exposure um in terms of figuring out payments I mean	本当に素晴らしい露出だと思います。 つまり …、
12:23	there's a lot of activity in payments right now what are what are you guys	現在決済には多くの活動がありますが、
12:26	looking at in terms of like the payment stable coin adoption	決済ス テーブルコインの採用に関して、皆さんは何に注目していますか。
12:29	>> so I think when it comes to payment stable coins this is very interesting	決済ス テーブルコインに関しては、これは非常に興味深い
12:32	topic because we have a company right now that we've been working with that is	トピックだと思います。なぜなら、 現在 …、
12:35	in the airline services industry and they work in 13 different countries. Um	航空サービス業界で協力している会社があり、 13か国で事業を展開しているからです。
12:40	what they were looking for is a stable coin. You think about it from almost	彼らが求めていたのは、ステーブル コインです。
12:44	like a closed loop solution for them. So they get a prepayment uh you can work	彼らにとっては、ほぼ閉ループ型の解決策として捉えるべきでしょう。 つまり、 前払い金を受け取ることで、13種類の異なる通貨ではなく、
12:49	with one specific currency for everybody instead of working for 13 different	全員に対して1つの特定の通貨で作業できるようになります
12:53	ones. they have, you know, the Nigerian beer which is a, you know, a very	。 彼らはナイジェリアの ビールを扱っているが、ナイジェリアは
12:57	difficult uh region of the country to or in the world to work with. Uh, and	国内でも世界でも非常に扱いが難しい地域だ 。 ええと、そこにはたくさんの
13:03	there's a lot of regulation and things going on there. It's very difficult to	規制や事情があります 。 道順が非常に分かりにくい
13:07	navigate. And they would like it to where they could actually be able to	。 そして彼らは、
13:10	from the CF CFO's point of view be able to use one specific currency that	CFのCFOの視点から見て、
13:15	everybody uses to make payments, prepayment, things like that. Uh, within	誰もが支払い、前払いなどを行う際に使用する特定の通貨を実際に使用できるようにしたいと考えています 。 ええと、
13:19	that particular services, you know, airline services industry that they're a	彼らが属している航空サービス業界という特定のサービスの中で
13:22	part of. uh this would make it exceedingly uh better for uh one the CFO	。 ええと、これは、
13:26	I'm sure pulling his hair out over 13 different currencies you could imagine	13 種類もの通貨で頭を抱えているであろう CFO にとって非常に良いことであり、
13:30	uh and then also allow them to be able to market it in a way that it makes it a	また、他のすべての人にとってずっと
13:34	lot easier for everybody else. So they just get on board they use one specific	簡単になるような方法でマーケティングすることも可能になります。 つまり、 彼らが特定の
13:38	currency and we're going to create a stable coin specifically for that for	通貨を使うようになれば、私たちは彼らの ために専用のステーブルコインを作成するということです
13:41	them. So, a white label solution that they would then uh have in order to be	。 つまり、彼らが計画している用途に使用できるホワイトラベルソリューションを提供するということです
13:44	able to use for what it is they plan on using. Which what's interesting about	。 ここで興味深いのは、
13:48	this is is that when they started talking to people who BC investors and	BCの投資家や他の人たちが話していた人たちと話し始めたとき、彼らが
13:52	other people were talk uh that they were talking to, they become their ears	-
13:55	perked up quite a bit when they started talking about using a stable coin for	-
14:00	their ser for what they're doing, you know, uh in the airline services. uh and	航空サービスで行っていることのためにステーブルコインを使用することについて話し始めると、彼らはかなり耳をそばだてたということです。 ええと、
14:05	investors were uh a little bit more interested in investing in that	投資家たちは その特定の会社への投資に少し興味を示していて、それは
14:09	particular company which was which was very interesting to me. So I think it's	私にとって非常に興味深いことでした。 ですから、これは
14:13	an untapped area and there's quite a few like that in different areas where you	未開拓の分野だと思いますし、 さまざまな分野でまさにそのようなことが
14:16	can do just exactly that and create your own payment solutions specifically for	可能で、 独自のクローズドループ専用の決済ソリューションを作成し、さらに
14:21	you closed loop and then potentially also connect it to where you can still	-
14:24	be connected to the uh larger ecosystem like USDC US things like that.	USDC USのようなより大きなエコシステムに接続することもできる可能性があります。 けっこうだ
14:28	>> Fair enough. Marco um you mentioned [snorts] you've done work in EVM and	。 マルコ、えっと、 あなたはEVMと
14:32	Salana as well. Where do you see as the biggest bottleneck in terms of stable	Salanaでも仕事をしたことがあると言っていましたね。 カルダノにおける ステーブルコインに関して、最大のボトルネックはどこだとお考えですか
14:37	coins on Cardano? Is it like minting, redemption, dex? What does it take in	？ それは、鋳造、 交換、デックスのようなものですか？
14:41	your perspective to make this competitive and usable for real	あなたの視点から見て、これを 競争力があり、実際のビジネスで活用できるものにするには、何が必要だと考えますか
14:44	business? >> Yeah, it's a it's a great question. I	？ ええ、それは素晴らしい質問ですね。
14:46	think depth is probably the the hardest one to come by now um for for Cardano	今のところ、深みを得るのが最も難しいのはおそらくカルダノでしょう
14:52	specifically. I mean, you look at where most of the stable coin TVL ignoring	。 つまり、ボリュームを一旦 無視して、ステーブルコインのTVLの大部分がどこに集中しているかを見てみるといいですよね
14:57	volume for a second sits, right? It's in DeFi protocols. It's trying to earn	？ それは DeFiプロトコルの中にあります。
15:01	yield. Um, and the the challenge is it kind of the liquidity begets liquidity,	収益を上げようとしている。 ええと、問題は、 流動性が流動性を生み出すという点ですよね
15:07	right? Like it only works if if there's things to do there, which Cardano	？ つまり、そこにやるべきことがある場合にのみ機能するということであり 、カルダノにはやるべきことはある
15:11	there's things to do, but it it's not the same level of things to do as there	が、
