Block//45 - Lace Wallet Interview with Nate Strang
Time	Subtitle	Machine Translation
6:29	able to connect to DAPs easily, things like that. All of those kind of uh	DAPへの接続の困難さなど、ほとんどすべての問題を修正しています 。 そういった、
6:35	relatively minor but also frustrating uh issues are going to be fixed very soon.	比較的軽微ではあるものの、同時にイライラさせられるような 問題はすべて、間もなく解決される予定です。
6:40	You know, ideally they would have been live for the release, but we really	理想を言えば、 リリースと同時に利用可能にしたかったのですが、とにかくできるだけ早く
6:44	wanted to get the the update out into the hands of our users as quickly as we	ユーザーの皆様にアップデートをお届けしたかったのです
6:48	could. hindsight's 2020. Maybe we we did it a little bit too soon, but you know,	。 後知恵は2020年ですね。 少し早すぎたかもしれませんが、
6:54	on on another positive note, we were able to get feedback from the community	良い点としては、 コミュニティからフィードバックを得て、
6:59	and [clears throat] figure out what was what was wrong, what the most important	何が 問題だったのか、優先すべき最も重要な
7:01	things to prioritize were, which were actually different from, you know, what	ことは何かを把握することができました。それは、
7:05	we were optimizing for before we before we rolled out the update. So,	アップデートを展開する前に最適化していたものとは実際には異なっていました。 つまり、
7:08	>> well, and the important thing is that you pay attention to what the community	重要なのは、 コミュニティの意見に耳を傾けることですよね
7:11	has to say, right? And and that's pretty much the nature of everything that	？ そして、それが
7:14	that's related to Cardono, right? because we all know everybody loves to	カルドノに関係するすべてのことの本質と言えるでしょう？ なぜなら、カルダノのエコシステムでは、誰もが何らかの形で自分の意見を表明したいと思っていることを、私たちは皆知っているからです
7:18	have their voices heard one way or another in the Cardano ecosystem. I	。
7:21	mean, you know, granted, you can't be decentralized without taking the	つまり、関係者全員の意見を 取り入れずに分散化を実現することはできない
7:24	opinions of everyone involved, right? So, that's a good thing.	、ということですよね？ それは 良いことだ。
7:27	>> Well, Nate, it looks like the lace wallet mascot Dave has a few questions	さて、ネイト、レースウォレットの マスコットであるデイブがカーボンについていくつか質問があるようです
7:31	about Carbon. Can you talk to us a little bit about that, please?	。 それについて少しお話いただけますか？
7:35	>> Yeah, absolutely. So, Carbon is a really exciting initiative that we've been	ええ、もちろんです。 つまり、Carbonは私たちがV2をリリースして以来ずっと取り組んできた、非常に 刺激的な取り組みなのです
7:39	working on essentially since we released V2. It represents a few different	。 それはいくつかの異なることを表している
7:43	things. The first one is as I kind of talked about how V2 was an overhaul and	。 まず一つ目は、先ほども少し触れたように、 V2 …は
7:49	a in a kind of rebuild of the foundation and the infrastructure of the	-
7:54	application. Carbon is going to be a similar overhaul and investment in in	アプリケーションの基盤とインフラストラクチャを根本的に見直し、再構築したバージョンだったということです。 Carbonも 同様に大規模な改修と投資を行い、
7:59	kind of modernizing the user interface of lace. So lace carbon will be released	Laceのユーザーインターフェースを現代化する予定です。 そのため、レースカーボンは
8:05	as an optional as an opt-in experience later this month. And the first thing	今月末にオプション機能として、オプトイン方式でリリースされる予定です。
8:10	you'll notice as a user is completely new look and feel of the application. So	ユーザーとしてまず最初に気づくのは、 アプリケーションの見た目と操作感が完全に一新されていることでしょう。
8:17	since V2, we've been looking at and considering what should the app look	V2以降、私たちは アプリの外観
8:22	like, how should it feel, what's the best way to kind of approach a design	、使用感、そして今後のLaceの デザイン言語への最適なアプローチ方法について検討を重ねてきました
8:26	language for Lace going forward. And you will see that kind of uh representation	。
8:32	or the the conclusion that we've released uh when Carbon rolls out. And	Carbonがリリースされると、そういった表現や結論を目にすることになるでしょう。 そして、
8:36	we're we're really excited about what Carbon is going to do for how Lace	CarbonがLaceの
8:42	is able to build things and and how we're able to kind of roll and shape	構築方法にどのような影響を与えるのか、また、今後どのように
8:47	features into uh the new user experience going forward. So that that's kind of	機能を新しいユーザーエクスペリエンスに組み込んで形作っていくことができるのか、私たちは非常に楽しみにしています 。 それが、
8:52	the first goal or pillar of what Lace Carbon is. But what it also is is it's a	レースカーボンの第一の目標、あるいは柱と言えるでしょう 。 しかし、これは同時に、
8:58	representation of some questions that we were asking as a team about as we all	私たちがチームとして問いかけていたいくつかの疑問を表したものであるとも言えます。
9:04	know AI is everywhere especially in software development. I personally have	ご存知の通り、AIは至るところに存在し、特に ソフトウェア開発においては顕著です。 私の周りには
9:09	tons of friends that are software engineers and are worried about what the	ソフトウェアエンジニアの友人がたくさんいて、彼らは自分の
9:13	future of their jobs >> for their jobs and I don't know anything	仕事の将来を心配していますが、 私自身は正確なところは何も知りません
9:16	>> exactly. >> Here come the vibe coders.	。 雰囲気作りのプログラマーたちがやってくる。
9:19	>> Stop it with the vibe coding. >> We're agentic engineers, Wendy. No, I'm	雰囲気作りのコーディングはやめてください。 私たちは主体性を持ったエンジニアなんだよ、ウェンディ。 いや、
9:23	kidding. We're vibe coders. Yeah, [laughter]	冗談だよ。 私たちは雰囲気重視のプログラマーです。 ええ、 [笑い]
9:26	we are all vibe coders. Um, no, but we wanted to we wanted to look at what do	私たちは皆、雰囲気重視のコーダーです。 いえ、そうではありませんが、
9:33	these tools mean for us? You know, there's a lot of noise surrounding what	これらのツールが私たちにとってどのような意味を持つのかを検討したかったのです。
9:36	you can do with AI, but there's also a lot of real value	AIで何ができるかについては様々な憶測が飛び交っていますが、
9:39	>> in terms of the tools that are available to engineers. And so we looked at this	エンジニアが利用できるツールという点では、実際に大きな価値があるのも事実です。 そこで私たちは、
9:45	kind of in terms of not asking [snorts] how can we use AI to build more quickly,	AIを使ってより迅速に開発するにはどうすればよいか、といったことでは
9:50	but what do these tools mean as far as what the role of our software	なく、これらのツールは ソフトウェア
9:55	development team is? What what are the roles of engineers?	開発チームの役割にどのような意味を持つのか、という観点から検討しました。 エンジニアの役割とは何ですか？
10:00	What should those look like in the future? Is there anything being added to	将来、それらはどのような姿になるべきでしょうか ？ Laceに何か追加される
10:04	Lace or or even a plan like um you know you have like the the MCPs, the	予定はありますか？ あるいは、MCPや
10:11	CLIs, all that different stuff so that my my agents can connect to the wallet	CLIなど、 エージェントがウォレットに接続できるようにするための計画はありますか？現状では、そのようなことをするには、私の
10:15	like right now I think it just has to take over my computer if I want to do	コンピューターを乗っ取るしかないと思います
10:19	something like that. Is there anything that's going to facilitate that?	。 それを促進するようなものはありますか？
10:23	>> Not in the immediate future. Um you know agentic trading is is certainly a hot	近い将来にはそうはならないだろう。 ええと、ご存知のように、 エージェント取引はWeb3分野では間違いなくホットな
10:28	topic in in the web 3 space. Uh, it's not something that we're prioritizing on	話題です。 ええと、それは 私たちが最優先で
10:33	shipping as soon as possible. Uh, I I personally I think that I'm I'm happy to	出荷しようとしているものではありません。 ええと、個人的には、
10:40	let other players experiment it, experiment with it, see what works and	他のプレイヤーがそれを試したり、 実験したりして、何がうまくいって何がうまくいかないかを見極めるのを喜んで受け入れます。必ずしも
10:44	see what doesn't, and you know, not necessarily be the first mover, but the	先駆者になる必要はありませんが、
10:48	first improver so that we can come in and	最初に改善することで、私たちが参入して、
10:52	>> hopefully avoid a lot of the mistakes that,	-
10:55	>> you know, we've seen a few costly ones so far.	これまでに見てきたいくつかの大きな損失につながるような間違いの多くを回避できることを願っています。
10:57	>> Sure. What do you think are some of the biggest key problems in crypto today	もちろん。 あなたがLaceでの活動を通して最終的に解決したいと考えている、 今日の暗号通貨における最も重要な問題点は何ですか
11:01	that ultimately you would love to be able to solve through what you do in	-
11:05	Lace? >> That's a good question. I think um	？ それは良い質問ですね。 今日の
11:09	one problem that plagues any ecosystem today is there's such a disperate uh	あらゆるエコシステムを悩ませている問題の一つは、
11:15	number of customer segments that interact with crypto. You have your pure	暗号通貨と関わる顧客セグメントが非常に多様であることだと考えています。 純粋な
11:19	speculators, your folks that are coming in to get rich off of meme coins that	投機家もいるし、 ミームコインで金持ちになろうとやって来る人たちもいる
11:25	are >> don't I know it. a lot of times bringing	。 多くの場合、エコ
11:28	a ton of capital into the ecosystem that in some ways is detrimental, but in some	システムに莫大な資本が流入しますが、それはある意味では 有害ですが、ある意味では、
11:32	ways is is valuable um all the way over to your users that are using digital	デジタル
11:39	assets in place of their national currency to buy things to to send to	資産を自国の 通貨の代わりに使用して物を購入したり、
11:44	their family members. And so I don't think we as a as a space, as a	家族に送ったりするユーザーにとって価値のあるものです。 ですから、 私たちコミュニティ全体として、あるいは集団として、
11:50	collective group yet, have figured out how to serve those different groups	まだ それらの異なるグループに
11:56	with the right types of applications. We have wallets. Wallets are an	適切な種類のアプリケーションを提供する方法を見つけ出せていないと思います。 私たちは財布を持っています。 ウォレットは、
12:01	undoubtedly critical piece of the user experience in	-
12:06	users using digital assets, interacting with blockchains. But right now, if I	デジタル資産を利用したり、ブロックチェーンとやり取りしたりするユーザーにとって、間違いなくユーザーエクスペリエンスの重要な要素である 。 しかし今、私がこの
12:13	come into the space and I want to figure out how to	分野に参入して、
12:17	benefit from this technology, if I want to figure out what's most important for	この技術からどのように利益を得られるか、
12:21	me, what's going to what's in it for me? Um, I think it's very confusing to to a	私にとって何が最も重要なのか、私にとって何が得になるのかを理解したいと思うなら？ えっと …、
12:27	user in understanding what to pay attention to and what's noise. Um so I	ユーザーにとって、何に 注意を払うべきか、何がノイズなのかを理解するのは非常に難しいと思います。 ええと、
12:31	think the way we solve that problem is of course existing users are going to	その問題を解決する方法は、もちろん 既存ユーザーを
12:37	remain the priority but should they be because if you think about it the wallet	優先し続けることですが、そうすべきでしょうか。 考えてみれば、
12:43	especially with lace lace is a beautiful wallet. I mean it really is	特にレース付きのウォレットは美しい ウォレットです。 つまり、見た目的には本当に
12:47	aesthetically it's it's very nice. I know it's getting ready to go through	素晴らしいということです。 もうすぐまた大規模な
12:50	another overhaul and it's going to be even better which is great.	改修が行われる予定で、 さらに良くなるだろうと聞いています。素晴らしいですね。
12:54	>> But effectively the wallet is the gateway to everybody right? It's it's	でも、実質的に財布は 誰にとっても入り口ですよね？ それは、いわば
12:58	almost like the eyeballs to the soul in the sense that you know when you first	魂への目のようなもので、ブロックチェーンを 初めて
13:02	start interacting with any blockchain the wallet is going to be your first	利用する際に、 ウォレットが最初の
13:05	experience. >> I would even argue that the wallet's the	体験となることは誰もが知っている。 ウォレットこそが
13:08	most important part of that particular blockchain because if you don't have a	そのブロックチェーンにおいて最も重要な部分だと私は主張したい。 なぜなら …、
13:11	place to hold on to your stuff then what's the point of decentralization	自分のデータを保管する場所がなければ、 分散化の意味がなくなるからだ。
13:15	>> right? Yeah. And yeah I would love to see what you know I I've always kind of	うん。 ええ、 あなたの知識をぜひ知りたいです。
13:19	wondered why wallets don't ever have like a a very simplistic user guide	ウォレットに 非常にシンプルなユーザーガイドが
13:23	built into them. >> Exactly. That's exactly what I was	組み込まれていないのはなぜだろうと、ずっと疑問に思っていました。 その通り。 まさに私が言いたかったのはそれです
13:26	getting at. And I think the the reason that a wallet user experience	。 そして、 ウォレットのユーザーエクスペリエンスが、こうした
13:32	has has lagged in terms of it serving all of those different types of	様々なタイプの
13:37	customers and users is product research. Customer discovery, understanding what	顧客やユーザーのニーズを満たすという点で遅れている理由は、製品リサーチの不足にあると私は考えています。 顧客発見、つまり従来型の製品の観点から顧客のニーズを理解することは、
13:44	customers need in a traditional product sense has has been and continues to be	-
13:49	really difficult in web 3. New technology ships every day. user	Web 3の世界ではこれまでも、そしてこれからも非常に難しい課題です。新しい テクノロジーは日々登場しています。 ユーザーの
13:53	sentiment, what what the loudest users say they want changes and it also a lot	感情、つまり最も声の大きいユーザーが何を望んでいるかは 変化するものであり、
13:59	of times differs from what they actually need. And so I think that's manifested	多くの場合、彼らが実際に必要としているものとは異なっている 。 そのため、この
14:04	in a lot of product teams in the space not giving up but not investing in that	分野の多くの製品チームは、 諦めてはいないものの、
14:11	hard set of activities to understand and apply tried and trueue product	-
14:16	methodologies to say what is the user experience that is most important. And	最も重要なユーザーエクスペリエンスとは何かを理解するために、実績のある製品開発手法を理解し適用するという、大変な作業に投資していないという形で現れているのだと思います。 そして、
14:20	like you alluded to, a big part of solving and serving	あなたがほのめかしたように、
14:25	different types of users is starts with onboarding in terms of understanding and	さまざまなタイプのユーザーに対応し、問題を解決する上で重要なのは、オンボーディングから始まります。つまり、
14:32	allowing users to uh make uh statements, make selections about what their	ユーザーが自分の意図や
14:38	intentions are, where they are in this massive space. So that you can as a	、 …この 広大な空間の中で自分がどこにいるのかについて、意見を述べたり、選択したりできるようにすることです。 つまり、
14:43	wallet curate the experience and put really important guard rails on the a	ウォレットとしてユーザー体験をキュレーションし、
14:50	lot of times users first fora into web 3 so that they are seeing the things that	多くの場合ユーザーが最初にWeb3にアクセスするフォーラムに非常に重要なガードレールを設けることで、ユーザーが必要とする ものだけを見ることができ、多額の損失につながる可能性のあるものや、場合によってはユーザーを怖がらせてしまう可能性のあるもの
14:55	they need to see and are protected from things that are going to potentially	から保護されるということです
15:00	lose them a lot of money and maybe even scare them away. Do you ever see AI	。 AIがレースのようなものに
15:04	playing a direct role in something like lace where you know it it's like if	直接的な役割を果たすのを見たことがありますか？つまり、
15:09	you're using any kind of AI model or anything you now the process is ask me	AIモデルなどを使用する場合、 プロセスは「
15:14	about me and what I'm trying to do and do you ever see something like that	私について、そして私が何をしようとしているのかを尋ねてください」というようなものです。
15:17	happening with a like a Cardano wallet? >> Yeah, I have I have mixed feelings about	カルダノウォレットのようなもので、そのようなことが起こるのを見たことがありますか？ ええ …、
15:23	putting a chatbot into a wallet there. I think there are benefits to it, but I	チャットボットをウォレットに組み込むことについては、複雑な気持ちです。 それには メリットもあると思うけど、
15:27	think also it's a bit lazy in terms of >> I'm a lazy man.	怠け者な私にとっては少し怠惰なやり方でもあると思う。
15:31	>> Yeah. But I also feel like there's like an opsac risk there if you put a chatbot	うん。 しかし、 チャットボットを壁の中に配置した場合、オペレーションサックのリスクもあるように感じます。というのも、
15:35	into a wall because you hear about again it doesn't happen often but you do hear	頻繁に起こるわけではありませんが、
15:39	about these bots that they go rogue not because they want to go rogue but	ボットが暴走するという話を聞くことがあるからです。 暴走したいからではなく、
15:44	because there's not enough there's not enough boundaries that's put in by	設定された境界線が不十分だったり、
15:48	>> or they could be sidestepped and things. It's definitely	回避されたりする可能性があるためです。 確かにそうですが、
15:51	>> but it's worth discussing like >> yeah and I I think you know the chatbot	議論する価値はあります。 チャット …ボットの
15:57	interface that we all are too familiar with at this point whether it's chatgbt	インターフェース …は、 chatgbt
16:02	or claude or or whatever model you like to use that's not the only solution and	や claude など、どのモデルを 使うにしても、現時点では誰もがよく知っているものですが、それが唯一の解決策ではなく、
16:07	the only way to kind of manifest the benefits you can get from an an LLM in a	-
16:13	wallet. Think if you think about an onboarding experience that is gathering	ウォレットで LLM から得られるメリットを実現する唯一の方法ではありません。 あなたの目標や経験レベルといった文脈を 収集するオンボーディング体験について考えてみてください。それは、
16:17	context as far as what your goals are, what your experience level is, doesn't	-
16:22	have to be a text box that you type into and get answers from. Uh you can you can	あなたが入力して 回答を得るためのテキストボックスである必要はありません。 ええと、
16:28	build that LLM functionality and get the same benefits from it uh with a little	LLM機能を構築して、もう少し
16:32	bit more of a intentional UX. >> Explain to me if I if I'm a new user, I	意図的なUXで同じメリットを得ることができます。 私が新規ユーザーである場合、またはLaceを使用している他のユーザーである場合、私に説明してください
16:39	have a or or any user for that matter using Lace. Let's say I'm using it for	。 例えば、私がそれを
16:43	the first time. What is Carbon going to what am I going to see? Like when I	初めて使うとしましょう。 炭素はどうなるのか ？私は何を目にすることになるのか？ 例えば、
16:48	first I don't have a wallet. I've never used a wallet. A buddy of mine told me	初めて財布を持っていなかった時のように。 私は 財布を使ったことがない。 友人が
16:53	to try this out or to pick up some Cardano, right?	これを試してみるか、 カルダノを買ってみるように勧めてくれたんだけど、そうだよね？
16:57	>> What [clears throat] is carbon changing today that I'm used to seeing? How how	私が普段目にしているものの中で、炭素が今日変化させているものは何ですか？
17:03	is the process going to be different? >> So the in terms of onboarding	プロセスはどのように変わるのでしょうか？ そこで、特にオンボーディングに関して言えば
17:07	specifically, there are there are two main things that will be improved upon	、カーボンによって 改善される主な点が2つあります
17:11	with carbon. The first is the, you know, how do you handle uh recording your	。 まず一つ目は、
17:17	recovery phrase in a in a non-custodial wallet? That's been a a design question	非カストディアルウォレットにリカバリーフレーズを記録する場合、どのように対処するかということです。 それ …は
17:21	since wallets came to be. Um, how we're going to handle it with carbon is	財布が誕生して以来、ずっとデザイン上の課題だった。 ええと、 炭素問題への対処方法は
17:27	evolving. Um, some may see it as as devolving, but shifting to a security	進化し続けています。 ええと、人によっては 退化と捉えるかもしれませんが、セキュリティを
17:32	first approach. There have been way too many attacks uh there are way too many	最優先するアプローチへの移行です。 攻撃が多すぎる、
17:37	attack vectors with being lax or being open-ended in terms of how users secure	ユーザーがウォレットを保護する方法に関して緩慢であったり、無制限であったりすると、攻撃ベクトルが多すぎる
17:43	their wallets. So we we're taking a very security-minded approach to when a new	。 そのため、 新規ユーザーがログインする際には、セキュリティを非常に重視したアプローチを取っています
17:49	user comes in. They may not need to do it right away,	。 すぐに記録する必要はないかもしれません
